Name,Price,Discounted Price,Description,Thumbnail,Image1,Image2,Image3,Image4,Formato,Color,Tag,Mensajeria,Stock,Garantía,Category,Availability,Supplier,Currency,ShippingCost,TasaCambio
FREIDORA DE AIRE DIGITAL MILEXUS 4.2 LITROS,$60.00,,"FREIDORA DE AIRE DIGITAL MILEXUS 4.2 LITROS

ELECTRODOMÉSTICOS







30 días de Garantia

Peso: 12.65 lb

5.00 (6 reseñas)

$60.00

Descripción

La Freidora de Aire Digital Milexus de 4.2 litros combina potencia, practicidad y estilo en un solo equipo. Su diseño compacto se adapta fácilmente a cualquier cocina, mientras su panel táctil te permite preparar tus comidas favoritas de forma rápida y saludable. Gracias a su tecnología de aire caliente de circulación rápida, logra resultados crujientes por fuera y tiernos por dentro, sin necesidad de usar grandes cantidades de aceite. Además, su bandeja desmontable y antiadherente facilita la limpieza después de cada uso.

 

 

Detalles del Producto

CAPACIDAD:

4.2 Litros

TEMPERATURA:

60 a 200 °C

POTENCIA :

1400

VOLTAJE:

120V

FRECUENCIA:

60Hz

BANDEJA:

Antiadherente desmontable

PROTECCIÓN :

Contra sobrecalentamiento

PANEL:

Tactil con 8 opciones de cocción

APAGADO:

Automático

Variantes
FREIDORA DE AIRE DIGITAL MILEX ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/7576708c-7049-4bf7-bd5c-d9f685f544c1/6dcce44d-8348-40d2-9206-bc1abe552af7.jpg,,,,,,,,,10,30 días de Garantia,Pequeños Electrodomésticos,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PURIFICADOR DE AGUA HW-400,$180.00,,"PURIFICADOR DE AGUA HW-400

ELECTRODOMÉSTICOS







30 días de Garantia

Peso: 18.04 lb

5.00 (5 reseñas)

$180.00

Descripción

Precauciones:

1. Lave el filtro durante 5 minutos antes de usar el purificador por primera vez o cada vez que cambie el filtro.

2. No utilice filtros de otros modelos, ya que puede afectar el funcionamiento del equipo.

3. En caso de cualquier inconveniente, consulte el manual de instrucciones para una correcta solución.

Detalles del Producto

MARCA:

Yikoto

MODELO:

HW-400

VOLTAJE/FRECUENCIA:

110V/60HZ

PRESIÓN DE AGUA APLICABLE:

0.1-0.4 Mpa

FLUJO DE AGUA:

1.05 L/min

FLUJO TOTAL NOMINAL:

2000L

FUENTE DE AGUA:

Agua del grifo

TEMPERATURA DE AGUA APLICABLE:

5-38ºC

MEDIDAS:

400 x 140 x 330 mm

VOLTAJE NOMINAL:

24V

POTENCIA NOMINAL:

60W

PROTECCIÓN CONTRA DESCARGAS ELÉCTRICAS:

III

POTENCIA DE RUIDO:

<50dB

Variantes
PURIFICADOR DE AGUA HW-400
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/2c7b7726-d53b-4e02-9517-38688bfbe354/999718c0-960c-4727-a256-0b5ef8215a52.jpg,,,,,,,,,10,30 días de Garantia,Hogar y Muebles,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
REFRIGERADOR 8.75 PIES SANKEY,$550.00,,"REFRIGERADOR 8.75 PIES SANKEY

ELECTRODOMÉSTICOS







90 días de Garantia

Peso: 103.00 lb

5.00 (7 reseñas)

$550.00

Descripción

refrigerador,freezzer,frio,sankey,hielo

Detalles del Producto

MARCA:

Sankey

MODELO:

RF-1059SD

CAPACIDAD:

248 litros/8.75pies

VOLTAJE/FRECUENCIA:

115V/60Hz

SISTEMA:

Congelación seca

REFRIGERANTE:

R600a, 32g

CORRIENTE NOMINAL:

2.5A

POTENCIA DE ENTRADA NOMINAL:

110w

ILUMINACION:

Luz LED interior

DIMENSIONES:

550x567x1676cm

ACCESORIOS:

Canasta para vegetales y frutas, Hielera, Huevera

COLOR:

Negro

ESPECIFICACIONES:

Dos puertas, Cajones platico, Estanteria vidrio.

Variantes
GRIS
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/7c596d3c-316a-45f2-9ef0-5cbce5606cf2/747e5de5-98cd-4720-8887-46efa45334d1.jpg,,,,,,,,,10,90 días de Garantia,Línea Blanca y Climatización,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PINTURA BARNIZ BRILLO PROFESIONAL,$45.00,,"PINTURA BARNIZ BRILLO PROFESIONAL

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 13.23 lb

5.00 (5 reseñas)

$45.00

Descripción

USO RECOMENDADO:

Especialmente recomendado sobre materiales de madera como materiales de mampostería, puer-
tas, ventanas, arcos, vigas de madera y en general artículos donde se precise una buena protección
y un efecto estético de calidad.

 

OBSERVACIONES:

La humedad de la madera no deberá superar el 15%.
No aplicar sobre soportes mojados.
Homogeneizar mediante agitación mecánica o manual muy bien el contenido del envase.
El valor de COV indicado corresponde al producto listo al uso.
El tiempo de secado, repintado y endurecimiento dependerá de las condiciones ambientales du-
rante la aplicación y secado.
La vida de almacenaje en stock es superior a 3 años en condiciones de almacenamiento normales.
Los envases abiertos o diluidos el tiempo se reduce ostensiblemente.
Almacenar en temperaturas comprendidas entre 10 - 30º C. Evitar la exposición de los envases a
fuentes de ignición, exposición directa al sol o temperaturas cercanas a 0º C.
No diluir más de lo recomendado en esta Ficha Técnica.

Detalles del Producto

ASPECTO:

Transparente

ACABADO:

Brillo

COLOR:

Incoloro

VISCOSIDAD:

60± KU

BRILLO (120Μ ÁNGULO 60) :

≥90

RENDIMIENTO:

10– 12 m²/litro por capa

ESPESOR RECOMENDADO:

30-40 micras secas por capa

SECADO TACTO A 20OC:

6-8 horas

DUREZA FINAL A 20OC:

6 días

REPINTADO:

24 horas

DILUCIÓN:

Disolvente Sintético Macy

LIMPIEZA:

Disolvente Limpieza Macy

CONDICIONES:

Máximo 85% de humedad relativa Temperatura de aplicación: 5 - 35ºC No aplicar con riesgo de lluvias No aplicar a pleno sol Evitar humedades elevadas y zonas con previsión de rocío.

Variantes
ENVASE 4 L
ENVASE 750 ML
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/c22ad134-25b4-4511-b70b-97a9c0639ba6/32a22f51-e596-4fb7-9a50-807d6b36adf7.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
LASUR MACYDECOR SATINADO INCOLORO 4 L,$76.00,,"LASUR MACYDECOR SATINADO INCOLORO 4 L

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 7.76 lb

5.00 (4 reseñas)

$76.00

Descripción

USO RECOMENDADO:

Especialmente recomendado para superficies de madera de porosidad media/alta en barandillas,
ventanas, contraventanas, puertas, vallas, mesas, bancos de jardín, etc.

 

OBSERVACIONES:

No aplicar sobre soportes mojados.
Homogeneizar muy bien el contenido del envase antes de su uso mediante agitación manual o
mecánica y una vez abierto durante la aplicación. Todos los lasures deben ser agitados adecuadamente para obtener una buena uniformidad de color.
El tiempo de secado y endurecimiento dependerá de las condiciones ambientales durante la
aplicación y secado.
A partir de la fecha de fabricación , 3-5 Años sin abrir el envase original. Los envases empezados
pueden ser susceptibles de caducidades menores.
La durabilidad del producto una vez aplicado es máximo de 2 años.
Almacenar en lugares con temperaturas comprendidas entre 10-30oC, con adecuada ventilación y
lejos de toda fuente de ignición. Evitar la exposición de los envases a temperaturas cercanas a 0ºC o su exposición directa al sol.
Mantener el producto en envases originales cerrados, mientras no se estén usando.

Detalles del Producto

ASPECTO:

Líquido -Satinado

COLOR:

Incoloro

PESO ESPECÍFICO:

0.880±0.020g/l

% SÓLIDOS EN PESO :

18±2

PUNTO DE INFLAMACIÓN :

105o C

COV´S :

Máx.: 700 g/l

MÉTODO DE APLICACIÓN:

Brocha o Rodillo

RENDIMIENTO::

10– 14 m²/litro por capa

SECADO TACTO A 20 OC:

6-8 horas

DUREZA FINAL A 20 OC:

24 horas

REPINTADO:

24 horas

LIMPIEZA:

Disolvente Limpieza Macy

CONDICIONES:

85% de humedad relativa Temperatura de aplicación: 5 - 35ºC No aplicar con riesgo de lluvias No aplicar a pleno sol Evitar humedades elevadas y zonas con previsión de rocío.

ALMACENAR EN LUGARES CON TEMPERATURAS COMPRENDIDAS:

entre 10-30o C, con adecuada ventilacion y lejos de toda fuente de ignición. Evitar la exposición de los envases a temperaturas cercanas a 0º C o su exposición directa al sol.

LA DURABILIDAD DEL PRODUCTO UNA VEZ APLICADO:

máximo de 2 años.

Variantes
LASUR MACYDECOR SATINADO INCOL ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/611a83b5-6762-4a4e-b4dc-d336c4f34695/7be28008-7c32-49d4-83b4-55ea778dbe7a.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
MACYFOND LASUR DE 4 LTS,$67.00,,"MACYFOND LASUR DE 4 LTS

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 8.72 lb

5.00 (4 reseñas)

$67.00

Descripción

SE APLICA SOBRE:
Sobre maderas nuevas o viejas que deban ser protegidas de ataques de parásitos y de la
formación de hongos.
Como tratamiento de choque en maderas que ya han sido atacadas por parásitos.

 

OBSERVACIONES:
Las superficies a pintar deben estar secas y exentas de polvo. Leer la hoja de seguridad antes
de utilizar el producto.

Detalles del Producto

ASPECTO:

Líquido

SECADO A 20º C:

1 hora

REPINTADO A 20ºC :

6 hrs

RENDIMIENTO :

10-15m2/l

SOBRE MADERA NUEVA:

se aplicará a brocha, tal como viene en el envase. Debido a la baja viscosidad del producto, la penetración se efectúa rápidamente. Se recomienda un rendimiento entre los 10-15m2 /l. en función del estado de la superficie

SOBRE MADERAS YA BARNIZADAS:

proceder a su decapado con el fin de eliminar todas las capas de pintura y proceder a la aplicación del Macyfond como en madera nueva.

EN MADERAS EN LAS QUE SE HAYA DETECTADO ATAQUE POR TERMITAS, ORUGAS U OTROS PARÁSITOS:

se recomienda decapar totalmente la madera, eliminar totalmente s los restos de barnices o pinturas anteriores y aplicar tres capas abundas con MACYFOND.

Variantes
MACYFOND LASUR DE 4 LTS
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/05b27e50-0b61-41fe-8bee-324f2a797ef8/6e102fe2-20f0-4ca6-8db1-a1b1ffe84e45.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PINTURA ESMALTE AL AGUA ECOLÓGICO E01 COLOR BLANCO,$18.00,,"PINTURA ESMALTE AL AGUA ECOLÓGICO E01 COLOR BLANCO

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 2.20 lb

5.00 (4 reseñas)

$18.00

Descripción

USO RECOMENDADO:

Se recomienda sobre superficies de madera, hierro, aluminio, galvanizado, PVC, hormigón, yeso, ladrillo, superficies de vidrio.
La facilidad de aplicación y bajo olor lo convierte en un producto perfecto para renovar mobiliario, mobiliario
infantil, puertas, o trabajos de bricolaje.
Gracias a sus bajas emisiones de COV es un producto perfecto para aplicar en interior de residencias, clínicas o escuelas infantiles. Contribuye positivamente a la certificación de edificios sostenibles, bajo las normas de LEED, BREEAM, WELL o VERDE

 

OBSERVACIONES:

Homogeneizar muy bien el contenido del envase antes de su uso mediante agitación.
Es importante calcular la cantidad necesaria de esmalte que se necesitará para realizar el trabajo, de este modo evitará tener desperdicio, no obstante, el material sobrante puede reutilizarse, siempre que se almacene en su envase bien cerrado, protegido de temperaturas extremas y de la exposición directa al sol.
No deseche la pintura por el desagüe, eliminar el contenido y el recipiente en un punto de recogida de residuos, de acuerdo con la normativa local.
El tiempo de secado dependerá de las condiciones ambientales durante la aplicación y secado.
Homogeneizar muy bien el contenido del envase antes de su uso mediante agitación manual o mecánica.
No diluir más de lo recomendado en esta Ficha Técnica.

Detalles del Producto

COLOR:

Blanco

PUNTO INFLAMACIÓN:

Ininflamable

DILUCIÓN Y LIMPIEZA:

Con agua

RENDIMIENTO:

13-15 m2 /l por capa

SECADO AL TACTO:

15-30 min

REPINTADO:

4 horas (20°C, 65% H. R.)

Nº DE CAPAS:

2 capas

CONDICIONES:

Máximo 85% de humedad relativa. Temperatura de aplicación: 10 - 30°C. No aplicar sobre soportes a temperatura inferior a 5°C o superior a 30°C. No aplicar sobre soportes húmedos. No aplicar si se prevén lluvias. Evitar corrientes de aire.

Variantes
ENVASE 750 ML
ENVASE 4 L
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/8074eb34-77dc-4cd0-bea0-7166da462df2/3928b2fc-d8a2-42ef-a75a-e47d6fdf32c7.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
DISOLVENTE SINTÉTICO MACY 1 L,$8.00,,"DISOLVENTE SINTÉTICO MACY 1 L

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 1.85 lb

5.00 (4 reseñas)

$8.00

Descripción

DESCRIPCIÓN:

Disolvente especial para todo tipo de pinturas y esmaltes sintéticos, mejora la brochabilidad y la nivelación de los mismos

 

 

Detalles del Producto

ASPECTO:

Líquido incoloro

DENSIDAD A 20ºC:

0.720 +/- 0.05 kg/l.

TEMPERATURA DE INFLAMACIÓN :

42ºC

:

Variantes
DISOLVENTE SINTÉTICO MACY 1 L
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/539d2f1e-7e2f-408e-9e62-8d9a9570fed0/0205ec08-1cc9-4474-8ccb-5e71dc8c90e6.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
DISOLVENTE UNIVERSAL MACY 1 L,$8.00,,"DISOLVENTE UNIVERSAL MACY 1 L

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 1.88 lb

5.00 (4 reseñas)

$8.00

Descripción

DESCRIPCIÓN:
Disolvente especial para pinturas que deban ser aplicadas a pistola. Reduce
rápidamente la viscosidad de las mismas, con lo que, al llevar menor proporción
de disolvente, es posible aplicar espesores superiores.


SE APLICA SOBRE:
Se utiliza en pinturas sintéticas, tanto de secado rápido al aire, como de secado al
horno. No debe ser utilizado en esmaltes de poliuretano.

Detalles del Producto

ASPECTO:

Líquido incoloro

DENSIDAD A 20ºC:

0.850 +/- 0.05 kg/l.

TEMPERATURA DE INFLAMACIÓN :

7º C

Variantes
DISOLVENTE UNIVERSAL MACY 1 L
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/f7ff091c-feaf-40a0-a1e7-72d996ffadf3/b15eed1f-6c81-41fc-8320-7f106ac769f0.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PINTURA ESMALTE MACY COLOR VERDE HIERBA 4 L,$40.00,,"PINTURA ESMALTE MACY COLOR VERDE HIERBA 4 L

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 11.10 lb

5.00 (4 reseñas)

$40.00

Descripción

SE APLICA SOBRE:
Se puede aplicar sobre cualquier tipo de superficies como madera, metal, escayola, yeso,
hormigón, fibra de vidrio, entre otras. Se puede aplicar en áreas exteriores y ambientes marinos.

 

OBSERVACIONES:
Los envases medio llenos deben guardarse herméticamente cerrados, con el fin de evitar
la formación de pieles.

Detalles del Producto

COLOR:

Verde Hierba

VISCOSIDAD A KU:

90 ±10 K

SECADO TOTAL A 20 ºC:

4-8 horas

RENDIMIENTO:

8-12 m2/l

REPINTADO:

24h

DILUCIÓN:

Disolvente sintético o Universal

Variantes
PINTURA ESMALTE MACY COLOR VER ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/86fb44f7-90ab-438e-bdb8-5a25e137858f/fd63739a-4996-4c0e-8060-d96380fc3745.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PINTURA ESMALTE SINTETICO COLOR BLANCO,$12.00,,"PINTURA ESMALTE SINTETICO COLOR BLANCO

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 0.91 lb

5.00 (4 reseñas)

$12.00

Descripción

USO RECOMENDADO:

Especialmente recomendado para ser aplicado sobre superficies de hierro, tanto para arơculos ma‐
nufacturados como en sistemas de protección industrial, estructuras metálicas etc.

 

OBSERVACIONES:

No aplicar sobre soportes mojados.
Homogeneizar muy bien el contenido del envase antes de su uso mediante agitación manual o
mecánica y una vez abierto durante la aplicación.
El Ɵempo de secado dependerá de las condiciones ambientales durante la aplicación y secado.
A parƟr de la fecha de fabricación , 3 Años sin abrir el envase original. Los envases empezados
pueden ser suscepƟbles de caducidades menores.
Almacenar en lugares con temperaturas comprendidas entre 10‐30 o C, con adecuada venƟlacion y
lejos de toda fuente de ignición. Evitar la exposición de los envases a temperaturas cercanas a 0º
C o su exposición directa al sol.
Mantener el producto en envases originales cerrados, mientras no se estén usando.
No diluir más de lo recomendado en esta Ficha Técnica.

Detalles del Producto

COLOR:

Blanco

VISCOSIDAD:

90±10 KU

PUNTO INFLAMACIÓN:

Inflamable

RENDIMIENTO :

6– 10m²/litro por capa (según color)

ESPESOR RECOMENDADO :

45‐35 micras secas por capa

SECADO TACTO A 20O C :

4‐8 horas

SECADO TOTAL A 20O C :

12‐24 horas

REPINTADO:

24 horas

LIMPIEZA:

Disolvente Limpieza Macy

CONDICIONES:

Máximo 85% de humedad relaƟva Temperatura de aplicación: 5 ‐ 35ºC No aplicar con riesgo de lluvias No aplicar a pleno sol Evitar humedades elevadas y zonas con previsión de rocío.

ESMALTE FORMULADO :

totalmente sin plomo

Variantes
ENVASE 750 ML
ENVASE 4 L
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/d2bd714f-dfdb-4dc4-9cdf-10dfc15dfaf3/f505feac-023e-423e-9bae-b35bdc8adb5f.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PINTURA IMPERMEABILIZANTE TERRAZA MACY 15 LTS,$85.00,,"PINTURA IMPERMEABILIZANTE TERRAZA MACY 15 LTS

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 40.20 lb

5.00 (6 reseñas)

$85.00

Descripción

USO RECOMENDADO:

Especialmente indicado para la impermeabilización de superficies exteriores de hormigón,
prefabricados, tela asfáltica, baldosa, fibrocemento, espuma de poliuretano proyectado, poli
estireno expandido y madera en terrazas, cubiertas, balcones, voladizos, etc

 

OBSERVACIONES:

El tiempo de secado y endurecimiento dependerá de las condiciones ambientales durante la
aplicación y secado.
Homogeneizar muy bien el contenido del envase antes de su uso mediante agitación manual o
mecánica.
Se deberán verificar las pendientes para evitar encharcamientos de agua.
Si el soporte presenta traza de humedad elevadas, aplicar una capa de HUMIPLAST.
Si el soporte presenta contaminación de moho o verdín, limpiar con LIMPIADOR MACY-CLEAN.
Si el soporte presenta problemas de microfisuras, se debe dar una primera mano y aún mordiente
colocar una malla de fibra de vidrio.
Para pequeñas reparaciones, confección de medias cañas y relleno de llagas o juntas, usar
FIBRAPLAST.
Puede armarse con malla o velo de fibra de vidrio si fuera necesario. Para una correcta
impermeabilización, se recomienda cruzar la primera y segunda mano para lograr una mejor
distribución del producto y regular correctamente el rendimiento. En impermeabilizaciones para
terrazas, es necesario que el producto se aplique en las paredes y muros que presente la terraza
hasta una altura de 15 centímetros para mejorar la estanqueidad del sistema.
No usar agua salobre, químicamente contaminada, turbia o excesivamente calcárea como
diluyente ya que podría alterar las propiedades del recubrimiento.
Si se desea una superficie completamente transitable para personas, aplicar dos capas de BARNIZ
HORMIGÓN IMPRESO.1

Detalles del Producto

COLOR:

Rojo

VISCOSIDAD:

10000 +/- 1000 cP (Brookfield; s -06; Tª23-25°C)

PUNTO INFLAMACIÓN:

Ininflamable

DILUYENTE Y LIMPIEZA:

Agua

RENDIMIENTO:

1,2 - 1.8 m²/litro por capa

SECADO AL TACTO:

3 horas a 20°C y 60% H. R

INTERVALO DE REPINTADO:

12 horas a 20°C

NÚMERO DE CAPAS:

3 capas

CONDICIONES:

aplicar con temperaturas superiores a + 5°C y humedad relativa inferior al 80%. La temperatura de la pintura y de la superficie debe encontrase + 3°C por encima del punto de rocío. No aplicar con vientos laterales superiores a 25 Km/h. No aplicar si se prevén lluvias, con humedades elevadas o en zonas con previsión de rocío.

Variantes
ENVASE 15 L ROJO
ENVASE 15 L VERDE
ENVASE 15 L BLANCO
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/8c54696c-0c68-435c-97e0-913d6a79a7cc/febedc70-b962-45c8-a080-62e736390958.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PINTURA MATE COPO DE NIEVE MACY COLOR BLANCO,$20.00,,"PINTURA MATE COPO DE NIEVE MACY COLOR BLANCO

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 11.12 lb

5.00 (4 reseñas)

$20.00

Descripción

USO RECOMENDADO:

Especialmente recomendada para techos y paredes en cualquier superficie de albañilería interior
como yeso, escayola, cartón-yeso, etc. tanto en obra nueva como en superficies ya pintadas.

 

OBSERVACIONES:

Homogeneizar muy bien el contenido del envase antes de su uso mediante agitación manual o
mecánica.
Se puede teñir con la línea de tintes al agua MACYCOLOR o con los TINTES UNIVERSALES MACY,
no añadir mas de un 3% para no mermar las propiedades del producto.
No diluir más de lo recomendado en esta Ficha Técnica, para ello emplear agua limpia, libre de
sales u otros contaminantes ya que podría alterar las propiedades del producto.
No almacenar la pintura diluida.
Almacenar en lugares frescos y secos. Evitar la exposición de los envases a temperaturas cercanas
a 0°C o su exposición directa al sol.

Detalles del Producto

COLOR:

Blanco

NATURALEZA:

Estireno acrílica

VISCOSIDAD:

125-130 KU (UNE 48076)

PUNTO INFLAMACIÓN:

Ininflamable

DILUYENTE Y LIMPIEZA:

Agua

RENDIMIENTO:

4 – 6 m2/litro y capa

SECADO AL TACTO:

20 - 30 minutos a 20°C y 60% humedad relativa

INTERVALO DE REPINTADO:

Mínimo: 3 horas a 20°C

NÚMERO DE CAPAS:

2 capas

CONDICIONES:

Máximo 85% de humedad relativa Temperatura de aplicación: 5 - 30°C No aplicar sobre una soporte a una temperatura inferior a 5°C. No aplicar sobre soportes húmedos. Evitar humedades elevadas y corrientes de aire

ENVACE:

4L

Variantes
PINTURA MATE COPO DE NIEVE MAC ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/8185d54d-39aa-4553-8df6-1c96a9522070/09e5179c-d3db-4790-b23d-f5bbb2515911.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PINTURA MATE M-2 MACY COLOR BLANCO,$24.00,,"PINTURA MATE M-2 MACY COLOR BLANCO

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 10.60 lb

5.00 (4 reseñas)

$24.00

Descripción

USO RECOMENDADO:

Especialmente recomendado para el tratamiento de parámentos interiores o exteriores de yeso,
escayola, cartón-yeso, perliescayola, fibrocemento, ladriyeso, hormigón y sus prefabricados en
edificios y locales públicos o privados, viviendas, etc.

 

OBSERVACIONES:

No aplicar sobre soportes mojados.
Homogeneizar muy bien el contenido del envase antes de su uso mediante agitación manual o
mecánica.

Dejar pasar un mínimo de 28 días desde la aplicación del producto, antes de lavar las superficies
pintadas, frotar suavemente la zona a limpiar, no emplear productos de limpieza agresivos.

Almacenar en lugares frescos y secos. s

Detalles del Producto

COLOR:

Blanco

NATURALEZA:

Acrílica

VOLUMEN SÓLIDOS:

39 +/- 2%

PUNTO INFLAMACIÓN:

Ininflamable

ENVASE:

4 L

DILUYENTE Y LIMPIEZA:

Agua

RENDIMIENTO:

6 – 8 m²/litro y capa

SECADO AL TACTO:

20 - 30 minutos a 20°C y 60% humedad relativa

INTERVALO DE REPINTADO:

Mínimo: 6 horas a 20°C

NÚMERO DE CAPAS:

2 capas

CONDICIONES:

Máximo 85% de humedad relativa Temperatura de aplicación: 5 - 35°C No aplicar con riesgo de lluvias No aplicar a pleno sol Evitar humedades elevadas y horas con previsión de rocío

Variantes
ENVASE 4 L
ENVASE 15 L
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/4b1db180-84fd-4db2-96d6-99d2cbb73722/ca17da62-3386-4439-bd59-3a350c4d4a61.jpg,,,,,,,,,10,0 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
AURICULARES PARA ORDENADOR D1,$13.00,,"AURICULARES PARA ORDENADOR D1

TECNOLOGÍA







15 días de Garantia

Peso: 0.60 lb

5.00 (7 reseñas)

$13.00

Descripción

Audífonos para ordenador con micrófono

Detalles del Producto

MODELO:

D1

MARCA:

COKIKE

FRECUENCIA :

20~20.000HZ

SENCITIVIDAD:

108dB±2dB

LONGITUD DEL CORDÓN :

1.5 m

COLOR :

Rojo y Azul

Variantes
AURICULARES PARA ORDENADOR D1
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/137758b2-8687-45c7-8093-b69c88f6a5ee/185c6c65-1bbb-4faf-91cb-6cbef0e9fa3f.jpg,,,,,,,,,10,15 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
AURICULARES PARA ORDENADOR D2,$10.00,,"AURICULARES PARA ORDENADOR D2

TECNOLOGÍA







15 días de Garantia

Peso: 0.45 lb

5.00 (6 reseñas)

$10.00

Descripción

Auriculares para ordenador con micrófono.

 

Detalles del Producto

MODELO :

D2

MICRÓFONO:

si

ENTRADAS:

micrófono y audio

Variantes
AURICULARES PARA ORDENADOR D2
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/1fab425c-773a-43ca-844b-8eea5ba3b781/a8551415-c5d2-4be5-8c63-10cc829f33d8.jpg,,,,,,,,,10,15 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
BOCINA BLUETOOTH BOC241N-20,$25.00,,"BOCINA BLUETOOTH BOC241N-20

TECNOLOGÍA







15 días de Garantia

Peso: 1.00 lb

5.00 (7 reseñas)

$25.00

Descripción


1 Hora Bocina Bluetooth 10W, Barra de Sonido con 2400mAh Batería, Soundbar para PC TV, RGB Altavoces Inalámbricos Soporte 3.5mm AUX/TF/USB/Bluetooth

Detalles del Producto

MARCA:

1 Hora

MODELO:

BOC241N-20

POTENCIA DE SALIDA:

10 Watts

RESPUESTA DE FRECUENCIA:

140 Hz

TECNOLOGÍA DE CONECTIVIDAD:

TF, Bluetooth, USB, Auxiliar

MODO DE SALIDA DE AUDIO:

Estéreo

LONGITUD:

40cm

ALTURA:

7 cm

ANCHO:

6 cm

Variantes
BOCINA BLUETOOTH BOC241N-20
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/9414341f-1719-43ff-85fc-027a3fc023cd/66f07987-049e-4f21-9523-59427c65abef.jpg,,,,,,,,,10,15 días de Garantia,Audio y Video,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
MOUSE CON CABLE S1,$4.00,,"MOUSE CON CABLE S1

TECNOLOGÍA







15 días de Garantia

Peso: 0.20 lb

5.00 (5 reseñas)

$4.00

Descripción

MAUSE,RATON,INALAMBRICO

Detalles del Producto

MODELO:

S1

TIPO DE CABLE:

USB

LONGITUD TOTAL DEL CABLE:

2m

TEMPERATURA OPERATIVA:

0 °C a 60 °C

LUCES:

LED

Variantes
MOUSE CON CABLE S1
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/1c6db919-c1c2-41ec-8a98-c7e2bf79d336/8133de39-a313-4783-b6fa-0764ad5060e6.jpg,,,,,,,,,10,15 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
